environment,dap,soil_k_mgkg,tissue_k_pct
High Tunnel,649,127.81444444444443,1.7143055555555557
High Tunnel,960,122.89916666666666,1.707361111111111
Open Field,649,89.60888888888888,1.4099444444444444
Open Field,960,88.15444444444444,1.3595555555555556
